Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Modakurichi,2024-05-17,NH,Weekday,Cloudy,925,2186,702,1236,3793,2118,721,212,226,126,790,43,223,1,Major,92,212,130,22,3,1072,77,0,1,1,0,0,0,14,27,39,1,1,1,1,Medium,75,15,95,53,7,85,397,7,Poor
Modakurichi,2024-05-18,NH,Weekend,Hot,1711,2709,2062,841,965,1212,208,407,126,182,515,48,272,4,Minor,61,224,151,7,3,250,45,1,1,0,1,0,1,38,96,33,0,1,0,1,Low,42,24,49,67,19,51,82,7,Average
Kavindapadi,2024-05-19,NH,Weekday,Hot,1158,2199,1099,441,3533,2416,1396,59,197,552,372,62,93,0,Minor,87,266,71,26,5,1190,77,0,0,1,0,0,1,8,51,28,0,0,1,1,Medium,36,11,112,80,16,64,212,3,Poor
Nambiyur,2024-05-20,SH,Weekend,Rainy,896,477,2192,1138,1727,1503,1330,566,24,324,780,67,30,4,Major,79,132,196,22,1,487,92,0,1,0,0,0,0,17,118,33,1,0,1,0,High,32,21,121,45,22,66,27,4,Poor
Nasiyanur,2024-05-21,City Road,Weekend,Rainy,2145,655,2616,978,3063,1458,1627,189,55,289,266,62,94,4,,47,124,137,13,5,958,81,0,1,1,0,1,1,1,24,38,0,1,0,0,High,57,5,65,43,16,75,385,3,Average
Sathyamangalam,2024-05-22,NH,Weekday,Fog,1771,2118,3742,1413,3968,213,1804,260,131,578,425,45,196,1,,67,207,88,20,2,623,43,1,1,1,1,1,1,5,55,31,1,0,1,0,Medium,36,5,82,73,19,61,131,7,Poor
Punjai Puliyampatti,2024-05-23,Village Road,Weekday,Cloudy,1665,1118,2367,387,1858,643,756,788,65,521,832,52,39,0,Minor,53,165,168,27,2,1171,31,1,0,1,1,1,0,38,110,29,1,1,0,0,Low,89,34,116,71,19,66,365,5,Good
Perundurai,2024-05-24,NH,Weekend,Rainy,1322,3200,3463,841,4078,566,411,59,296,364,175,52,32,0,Minor,62,138,67,23,1,570,55,0,1,0,1,1,1,5,58,40,1,1,1,1,Medium,51,31,77,81,21,84,25,1,Good
Anthiyur,2024-05-25,SH,Weekend,Fog,2952,2904,2824,1153,3364,2122,1137,276,121,385,787,67,185,4,Major,54,198,175,21,1,493,39,0,1,0,1,1,0,10,84,30,1,1,1,0,High,70,28,43,90,17,56,226,3,Good
Modakurichi,2024-05-26,NH,Weekday,Cloudy,2448,2414,1028,1217,2606,1274,530,707,118,30,232,63,121,0,,48,150,53,10,5,164,19,0,1,0,0,1,1,14,28,28,0,1,0,0,Low,81,14,64,96,8,94,343,9,Average
Ammapet,2024-05-27,City Road,Weekend,Hot,302,2890,1706,714,4905,689,959,389,192,390,81,50,169,1,Minor,53,133,85,11,5,82,82,0,0,0,1,0,0,22,44,25,0,1,1,0,Medium,70,24,102,66,13,65,99,7,Poor
Bhavani Sagar,2024-05-28,Village Road,Weekend,Rainy,1571,3361,2433,528,1955,894,878,355,214,283,478,31,241,4,Major,84,51,199,17,3,649,67,0,1,1,0,1,0,1,36,25,1,1,0,0,Low,96,10,115,41,27,41,327,5,Poor
Kavindapadi,2024-05-29,City Road,Weekday,Fog,731,2906,3143,556,1014,1183,1796,348,74,414,167,48,71,0,Major,78,235,166,28,5,211,75,0,1,1,0,0,0,34,108,32,1,0,0,0,Medium,95,26,139,87,13,80,141,6,Good
Poondurai,2024-05-30,City Road,Weekday,Fog,2763,2640,1828,411,1313,354,1660,716,333,549,742,47,54,1,Minor,67,63,98,24,2,1037,64,1,0,0,1,1,0,22,87,33,0,1,0,0,Medium,91,22,35,95,23,70,156,9,Average
Arachalur,2024-05-31,Village Road,Weekday,Hot,2814,930,1416,1420,4438,1021,1517,746,30,476,387,23,71,0,,62,101,44,28,3,289,17,0,1,0,0,1,0,14,117,38,0,1,0,1,Medium,90,37,42,70,14,74,175,2,Good
Vellode,2024-06-01,NH,Weekday,Hot,2665,1709,884,695,2888,1601,1748,639,151,526,732,29,67,0,Major,88,267,170,20,5,1050,36,0,1,0,0,0,0,6,37,27,1,0,0,0,High,67,43,49,60,8,99,386,4,Good
Solar,2024-06-02,NH,Weekend,Cloudy,2036,889,3463,1250,4664,2034,1740,690,21,503,447,28,93,0,Minor,65,156,84,9,4,836,63,1,0,1,0,0,0,1,69,41,1,1,0,1,High,79,29,131,53,26,70,29,4,Poor
Arachalur,2024-06-03,NH,Weekday,Fog,377,2667,2510,1444,3009,1705,946,498,187,261,96,41,86,3,Minor,73,117,126,16,2,490,53,0,1,1,0,1,0,36,33,26,1,1,1,0,High,90,28,124,52,5,79,219,6,Good
Chennimalai,2024-06-04,SH,Weekday,Cloudy,2087,1351,1745,1442,815,2195,1618,643,151,341,300,20,217,0,Major,61,68,164,15,2,608,57,1,1,1,0,0,1,11,86,26,0,1,0,0,High,91,11,148,98,26,97,183,4,Poor
Gobichettipalayam,2024-06-05,NH,Weekday,Cloudy,809,3496,3450,1067,3461,644,1244,128,214,259,546,23,142,1,Minor,70,181,137,14,1,192,43,1,1,0,0,1,1,0,14,37,0,1,1,1,Medium,99,34,139,88,8,93,327,2,Average
Erode,2024-06-06,Village Road,Weekday,Clear,2341,2218,2622,1373,1810,857,1479,212,51,224,777,55,23,1,,83,123,78,27,1,976,87,1,1,1,0,0,0,0,55,33,1,1,1,0,Medium,83,10,31,54,29,63,60,7,Good
Sivagiri,2024-06-07,Village Road,Weekday,Rainy,2115,1337,2962,247,4898,950,319,301,94,492,774,17,199,0,Major,92,145,76,12,3,1035,79,1,0,1,1,0,0,46,119,25,1,1,1,1,High,64,14,85,93,21,47,97,9,Good
Sivagiri,2024-06-08,SH,Weekday,Cloudy,1338,2550,3984,482,3475,1892,1065,256,342,122,296,63,176,0,Minor,55,140,179,10,2,573,87,1,0,0,0,1,0,32,48,27,1,0,1,1,High,76,13,137,92,23,88,74,6,Poor
Bhavani,2024-06-09,SH,Weekend,Hot,1226,2571,769,348,2947,211,941,284,331,61,368,23,246,1,,95,264,77,29,2,369,10,0,1,1,1,1,0,42,72,35,1,1,0,1,Low,57,42,92,63,10,41,81,8,Poor
Erode,2024-06-10,City Road,Weekday,Clear,2063,401,2723,436,947,1595,202,405,234,245,654,40,119,0,Minor,69,166,140,18,5,516,87,0,1,0,0,0,0,0,39,25,1,1,0,0,High,86,21,86,53,6,70,260,8,Poor
Gobichettipalayam,2024-06-11,City Road,Weekday,Cloudy,2384,3078,2140,235,1416,1253,659,680,290,232,181,52,239,4,Minor,94,76,56,12,1,1176,56,0,1,0,1,1,0,6,86,36,1,1,1,1,Low,47,15,54,68,11,57,184,5,Good
Alangiyam,2024-06-12,City Road,Weekday,Clear,760,1470,866,787,1100,1239,1693,126,164,151,374,24,95,4,Minor,85,174,62,28,3,132,22,1,0,0,1,0,1,26,102,26,1,1,1,0,Medium,92,15,128,67,5,70,85,6,Poor
Nambiyur,2024-06-13,City Road,Weekday,Fog,2085,2928,3649,648,3232,1350,1037,624,339,440,328,37,167,0,Major,59,55,166,6,5,334,77,1,0,1,0,1,0,20,14,40,0,0,0,0,Medium,55,40,122,43,18,79,363,1,Good
Erode,2024-06-14,SH,Weekend,Hot,1716,2775,1012,1334,4665,1641,1270,712,222,67,369,57,76,2,Minor,51,272,111,8,2,325,51,1,0,0,1,1,1,18,9,25,1,1,0,1,Low,36,44,41,57,22,48,197,2,Poor
Erode,2024-06-15,City Road,Weekday,Hot,2860,2063,1906,1278,3921,201,745,336,308,36,762,35,270,3,Minor,81,188,69,11,2,808,94,0,0,1,0,1,0,48,28,20,0,1,0,0,Low,55,8,102,46,17,46,285,7,Good
Sivagiri,2024-06-16,NH,Weekend,Hot,1538,487,935,526,2483,1267,1672,525,97,297,717,17,14,1,Minor,76,94,150,19,5,1099,44,0,1,1,0,1,0,6,81,37,1,1,1,0,High,74,27,121,55,29,86,121,5,Good
Vellode,2024-06-17,SH,Weekend,Rainy,2739,2871,2313,1318,3725,986,431,217,82,309,226,26,292,4,,57,55,139,9,1,1172,16,0,0,0,1,0,0,19,19,41,0,0,0,1,Medium,30,9,146,86,23,62,356,9,Good
Sathyamangalam,2024-06-18,Village Road,Weekday,Hot,801,2595,2707,464,2716,1768,166,616,208,495,740,33,189,2,Minor,75,178,166,16,3,745,71,0,0,1,1,0,0,3,104,37,0,0,0,0,Low,39,35,48,64,12,68,48,8,Good
Bhavani,2024-06-19,SH,Weekday,Clear,2827,1673,741,434,4512,1574,1807,691,329,313,184,19,254,0,Major,92,81,133,23,4,1030,11,1,0,0,1,1,0,19,99,37,1,0,1,1,Medium,85,38,76,88,28,90,186,5,Good
Sivagiri,2024-06-20,Village Road,Weekday,Fog,2663,2664,3181,794,2717,1663,921,454,264,131,620,27,290,2,Minor,73,261,68,28,5,541,24,1,1,1,0,0,1,0,56,41,0,1,1,1,Medium,78,13,30,76,17,95,364,4,Poor
Nambiyur,2024-06-21,Village Road,Weekday,Hot,926,1000,1497,1376,4481,397,744,302,202,507,773,59,90,4,,70,88,133,20,2,400,89,0,1,0,0,0,1,37,5,41,0,1,1,1,Low,66,12,104,59,6,71,280,7,Good
Anthiyur,2024-06-22,NH,Weekday,Clear,2878,2209,3406,1276,930,1735,1412,748,61,87,299,68,180,2,Major,64,230,84,25,1,659,14,1,0,1,1,0,1,40,39,22,1,0,0,0,Medium,52,6,39,89,13,97,55,5,Average
Perundurai,2024-06-23,Village Road,Weekend,Fog,1605,1253,1323,429,3076,1624,1864,192,253,232,856,53,225,0,Minor,99,96,44,18,5,230,35,1,0,1,0,1,1,30,33,22,0,1,0,0,Low,79,27,149,88,15,46,211,9,Good
Kavindapadi,2024-06-24,City Road,Weekday,Cloudy,1667,2225,1989,766,1884,1747,1472,263,45,173,823,16,216,1,Major,97,105,153,11,1,666,61,0,0,1,0,0,1,47,7,24,0,0,0,0,Medium,97,12,120,60,23,64,37,9,Average
Solar,2024-06-25,SH,Weekend,Hot,2501,1748,3101,1368,1511,1172,154,240,238,215,354,50,51,0,,60,276,49,11,5,383,53,1,1,0,1,0,0,29,107,22,1,1,0,1,Medium,62,24,62,67,13,52,269,2,Average
Chennimalai,2024-06-26,City Road,Weekday,Cloudy,382,2229,2932,1079,2332,437,1814,284,190,572,394,66,25,2,,46,136,75,12,5,767,19,0,0,1,0,0,0,38,115,30,0,0,0,0,Medium,62,5,102,63,5,51,344,2,Good
Sathyamangalam,2024-06-27,NH,Weekend,Cloudy,949,1799,1002,1004,3559,367,364,89,283,266,652,67,170,3,,77,52,145,29,5,610,81,1,1,1,0,1,0,4,101,39,0,0,0,1,Low,93,8,97,89,29,41,132,5,Poor
Kavindapadi,2024-06-28,NH,Weekend,Hot,751,3489,1497,524,3752,678,1203,363,43,595,163,24,288,3,Major,98,285,185,5,4,498,35,0,1,0,0,1,1,35,31,33,0,0,1,1,High,40,35,89,58,6,90,23,5,Average
Alangiyam,2024-06-29,Village Road,Weekday,Fog,2155,1264,2830,1423,825,1181,1039,157,302,482,622,46,172,2,Minor,48,268,45,9,3,533,65,1,1,0,1,1,0,42,106,31,1,1,0,1,High,61,42,30,67,5,96,216,6,Good
Modakurichi,2024-06-30,NH,Weekday,Clear,333,1884,615,673,3484,1972,1313,126,241,348,766,69,104,0,Major,73,130,146,8,5,545,39,0,0,0,0,1,0,1,24,34,1,1,0,1,Medium,73,26,109,89,28,62,248,6,Average
Kodumudi,2024-07-01,Village Road,Weekday,Clear,2061,684,3448,745,3135,2142,986,474,267,291,707,67,214,3,Major,55,81,74,26,4,687,85,0,1,0,1,0,1,34,32,39,1,0,1,1,Medium,73,14,100,43,14,44,69,9,Good
Bhavani Sagar,2024-07-02,SH,Weekend,Hot,819,3483,1239,1094,1381,760,1778,304,134,287,313,45,180,1,Minor,99,258,90,15,2,775,71,1,1,0,0,0,1,28,49,36,1,0,0,1,Low,92,25,106,65,27,51,374,3,Poor
Nasiyanur,2024-07-03,NH,Weekend,Cloudy,1770,3452,1951,257,2912,2142,165,341,311,57,730,66,181,0,,87,297,64,13,3,852,28,0,1,1,1,1,0,25,91,35,1,1,1,1,Medium,87,26,34,78,22,71,261,5,Average
Gobichettipalayam,2024-07-04,SH,Weekday,Hot,1584,2719,1783,1083,2515,2225,392,386,357,452,593,38,141,1,Minor,80,120,197,26,1,171,99,0,0,0,0,0,0,18,27,37,1,0,0,0,Medium,96,32,43,45,14,87,140,2,Average
Bhavani Sagar,2024-07-05,SH,Weekday,Fog,2284,521,3055,517,4795,205,1989,198,327,226,104,55,170,4,,53,186,166,17,1,746,33,0,1,0,1,0,1,19,51,27,0,1,1,1,High,40,31,104,70,22,58,202,1,Poor
Punjai Puliyampatti,2024-07-06,City Road,Weekend,Rainy,2293,2795,1487,673,2962,2164,1799,239,290,368,754,59,119,0,Minor,71,62,73,26,5,63,56,1,1,0,1,1,1,48,71,32,1,0,0,1,Medium,90,11,78,82,25,51,379,2,Average
Punjai Puliyampatti,2024-07-07,Village Road,Weekend,Hot,2492,2839,844,401,2458,1133,355,220,372,546,796,26,164,1,,48,244,139,17,3,271,98,0,0,1,0,1,1,25,81,25,1,1,1,0,High,54,41,77,93,11,67,198,4,Good
Perundurai,2024-07-08,SH,Weekend,Cloudy,2342,946,3878,1058,2013,1301,1727,444,242,158,467,55,14,2,Minor,96,173,159,8,4,917,35,0,1,1,1,0,1,3,94,20,1,0,1,0,Medium,84,5,103,54,17,71,270,3,Good
Vellode,2024-07-09,City Road,Weekend,Fog,2117,1115,1217,492,4506,2152,1883,501,112,314,884,23,111,2,Minor,50,71,40,16,1,947,39,0,1,1,0,0,0,32,12,25,0,1,1,0,High,72,28,77,99,8,71,184,9,Good
Modakurichi,2024-07-10,City Road,Weekday,Fog,2475,1567,1368,564,1216,1089,421,382,349,49,664,40,262,4,Minor,91,114,128,28,1,788,46,1,0,0,0,1,1,10,82,36,1,0,0,0,Low,97,16,132,89,7,92,255,7,Good
Bhavani Sagar,2024-07-11,Village Road,Weekday,Cloudy,2410,860,1535,1447,2489,992,1374,235,72,193,509,61,183,4,Minor,80,249,175,11,5,671,72,1,0,0,0,1,1,1,95,23,0,1,1,0,Medium,76,11,134,57,8,40,69,4,Average
Solar,2024-07-12,City Road,Weekday,Cloudy,726,2533,3041,1252,1185,1207,1077,67,344,55,888,43,176,0,,79,278,157,28,4,1004,54,1,1,0,0,1,1,42,6,22,0,1,1,0,Medium,97,32,38,72,5,40,377,6,Average
Poondurai,2024-07-13,NH,Weekend,Clear,2184,3211,2670,1304,2499,1291,1567,657,92,356,279,40,52,1,Minor,70,133,126,20,5,93,34,0,1,0,0,1,0,25,49,20,0,0,0,1,High,98,20,132,71,12,43,313,8,Poor
Solar,2024-07-14,City Road,Weekday,Fog,1705,2824,2098,1173,2345,1666,1761,502,37,385,135,39,19,0,Major,50,137,123,16,4,1185,37,0,0,1,0,0,0,13,7,38,1,1,0,0,High,34,38,137,54,14,86,52,5,Poor
Gobichettipalayam,2024-07-15,Village Road,Weekday,Clear,707,1773,3495,857,1540,829,1082,394,170,288,641,43,201,3,,76,202,84,10,3,1010,20,0,1,0,0,0,0,23,54,39,0,1,1,0,Medium,60,22,127,53,8,57,366,5,Poor
Sivagiri,2024-07-16,City Road,Weekday,Rainy,2254,645,3624,386,4232,2194,604,656,134,575,342,60,134,2,Minor,61,74,110,29,2,666,41,0,0,1,0,0,0,42,20,37,0,0,0,1,Medium,42,7,48,95,13,96,163,1,Good
Bhavani,2024-07-17,Village Road,Weekend,Fog,2645,1709,2601,717,1830,2201,377,218,53,51,108,25,110,4,Major,53,203,55,13,3,578,13,0,0,0,1,0,1,30,41,22,1,0,1,0,Low,90,25,95,71,19,63,239,8,Poor
Nambiyur,2024-07-18,SH,Weekend,Rainy,769,2755,3418,914,1184,1487,875,135,341,420,855,49,289,1,Minor,58,110,66,11,4,400,96,0,1,0,1,0,1,31,30,25,0,1,1,1,High,63,42,52,52,23,49,52,5,Average
Arachalur,2024-07-19,Village Road,Weekend,Cloudy,1558,2544,3282,269,951,1017,1553,71,183,133,518,36,86,3,Major,59,83,156,5,4,889,70,0,1,0,1,0,1,12,59,37,1,0,1,0,Low,89,16,32,52,29,49,125,9,Average
Nambiyur,2024-07-20,SH,Weekday,Cloudy,1372,2303,1333,1077,3994,903,1699,367,341,360,558,31,220,0,Minor,84,298,137,15,4,917,29,1,1,1,1,0,0,29,42,29,0,1,0,0,Medium,32,11,64,48,23,63,73,2,Poor
Anthiyur,2024-07-21,SH,Weekday,Cloudy,2946,2573,811,1034,3015,278,849,566,341,100,434,23,118,1,Major,63,172,161,28,1,1064,49,1,1,1,1,0,0,18,65,26,0,1,0,1,Low,64,12,50,57,16,80,121,6,Good
Kodumudi,2024-07-22,Village Road,Weekday,Clear,2574,969,3583,489,1796,349,450,678,203,134,649,38,249,1,,61,115,120,9,4,486,58,0,0,1,1,0,1,5,68,28,0,0,0,1,Low,52,39,73,57,20,88,200,9,Average
Alangiyam,2024-07-23,City Road,Weekend,Clear,935,1345,2533,1194,2619,2298,1327,541,26,367,310,26,95,2,Major,93,144,46,11,3,1022,79,1,1,1,0,1,0,9,29,39,0,1,0,0,Low,49,18,94,67,26,78,190,9,Poor
Bhavani Sagar,2024-07-24,Village Road,Weekend,Clear,2626,2417,2504,1402,3096,2050,1511,111,248,381,544,49,79,4,,55,75,94,11,3,149,74,0,1,1,1,1,0,42,70,28,1,0,1,0,High,39,19,65,96,7,95,366,9,Average
Perundurai,2024-07-25,Village Road,Weekday,Cloudy,2262,1492,2664,623,848,1241,1262,589,31,588,388,23,252,3,Major,96,168,141,6,3,1197,33,1,0,0,1,0,1,12,95,32,0,0,0,1,High,39,20,98,71,20,67,44,4,Good
Sivagiri,2024-07-26,SH,Weekend,Hot,2731,1824,2292,651,4247,1682,1715,291,281,339,751,15,119,4,,77,110,142,13,4,805,52,1,0,1,0,1,0,33,63,27,1,0,1,1,Medium,83,24,127,88,17,59,149,1,Poor
Arachalur,2024-07-27,NH,Weekday,Clear,2715,454,3528,1166,2961,1896,630,730,85,326,145,60,58,2,Minor,56,287,116,29,3,927,81,1,1,0,1,1,0,20,59,34,1,1,0,1,High,90,39,60,43,16,97,286,6,Good
Bhavani,2024-07-28,Village Road,Weekday,Clear,964,1058,3892,302,3896,773,479,457,35,574,345,44,119,4,Minor,97,163,41,12,3,738,75,0,0,0,0,1,1,41,23,41,1,0,0,0,High,94,44,41,51,10,62,206,2,Poor
Chennimalai,2024-07-29,City Road,Weekday,Cloudy,2976,2734,2895,1297,4287,2365,243,60,30,362,315,23,155,2,Minor,84,55,88,24,4,625,57,1,1,0,1,1,0,1,5,28,0,0,0,1,High,89,24,133,57,15,97,266,6,Average
Arachalur,2024-07-30,City Road,Weekend,Rainy,1113,2284,2083,500,1099,1686,768,461,351,304,238,25,57,2,Minor,56,73,147,19,2,980,88,1,1,0,1,1,0,35,0,24,1,0,1,0,High,66,39,142,90,12,44,302,9,Average
Punjai Puliyampatti,2024-07-31,SH,Weekend,Cloudy,1556,615,1410,576,4094,312,1971,493,273,151,91,37,241,3,,82,286,121,16,5,1056,10,1,1,0,0,1,0,26,47,35,0,1,1,0,Medium,50,40,122,81,6,97,154,3,Good
Bhavani Sagar,2024-08-01,City Road,Weekend,Fog,2253,1083,3371,479,2903,1695,698,361,129,135,547,27,86,4,Major,84,191,63,9,1,673,69,1,0,0,0,0,0,48,49,36,0,1,1,0,Medium,75,37,55,52,20,58,316,2,Average
Nasiyanur,2024-08-02,Village Road,Weekend,Fog,2209,3398,2931,826,2977,1607,335,366,150,396,692,37,128,4,Major,65,81,56,8,4,538,91,1,1,0,0,1,1,16,24,29,0,0,0,1,High,87,27,72,61,5,84,338,4,Average
Vellode,2024-08-03,City Road,Weekday,Hot,356,1625,2921,634,1546,230,1625,540,41,349,114,36,294,0,Minor,78,96,167,12,1,507,38,1,0,1,0,1,0,30,7,31,0,0,1,0,Low,68,37,76,84,6,49,214,7,Average
Nambiyur,2024-08-04,City Road,Weekday,Fog,1043,1674,3852,706,3141,628,669,478,106,93,435,65,139,4,,98,210,86,10,3,798,66,1,1,0,0,0,0,33,76,31,1,1,0,1,Medium,66,13,126,56,23,91,96,9,Average
Chennimalai,2024-08-05,City Road,Weekend,Hot,695,1870,1511,1312,3727,1512,449,242,32,477,353,42,130,2,Major,50,283,144,18,3,648,35,1,1,0,0,0,0,10,41,41,1,0,0,0,High,30,16,58,93,20,92,297,7,Good
Bhavani,2024-08-06,Village Road,Weekday,Clear,1098,2836,1199,1111,2293,750,1134,791,399,275,875,17,64,3,Minor,49,82,149,11,1,743,29,1,1,1,1,1,0,18,102,27,0,0,0,1,Low,65,10,62,54,17,41,35,7,Good
Kodumudi,2024-08-07,Village Road,Weekend,Fog,1771,2138,2747,1103,2654,2306,288,247,275,378,832,65,81,0,,77,236,128,13,1,311,22,1,0,1,0,0,1,23,103,21,0,0,0,1,High,31,24,148,52,29,94,379,7,Poor
Gobichettipalayam,2024-08-08,SH,Weekday,Fog,1894,871,3424,1385,2193,252,1753,265,379,203,553,20,269,4,Major,86,190,64,29,5,385,67,1,0,0,0,1,0,41,53,31,0,1,0,1,High,64,15,144,53,6,62,316,4,Average
Anthiyur,2024-08-09,SH,Weekend,Fog,1081,3028,3648,1295,3811,1339,1317,757,340,142,484,49,186,1,,79,54,165,13,1,426,53,0,1,0,0,1,0,12,0,29,1,1,0,0,High,40,44,76,99,18,98,296,1,Good
Kodumudi,2024-08-10,City Road,Weekday,Fog,1296,469,1377,353,3266,260,709,57,353,189,645,31,106,1,Major,57,147,67,11,3,262,61,1,0,1,0,1,1,46,90,41,0,1,0,1,High,99,23,44,82,9,96,294,7,Poor
Poondurai,2024-08-11,City Road,Weekend,Fog,1205,2357,3310,1224,1364,1350,1989,114,179,566,583,51,89,4,Minor,67,80,41,8,2,364,49,1,0,0,0,1,1,29,84,20,1,1,1,0,High,40,44,125,97,9,62,249,4,Average
Thalavadi,2024-08-12,NH,Weekday,Cloudy,2521,2754,1068,289,3989,386,1982,276,225,551,565,53,165,1,Major,45,274,184,18,4,968,46,0,1,0,1,1,0,4,56,31,0,1,1,0,Low,33,22,130,61,15,75,263,9,Good
Kavindapadi,2024-08-13,City Road,Weekday,Clear,762,467,883,419,4841,2229,1066,688,332,184,412,65,139,0,Major,99,211,66,19,5,149,67,1,0,1,0,0,1,48,31,37,1,0,1,1,Low,31,5,41,67,23,62,295,7,Average
Perundurai,2024-08-14,Village Road,Weekend,Cloudy,2498,3111,3532,579,1800,2207,1894,110,300,151,248,48,277,1,Major,65,104,84,19,1,867,16,0,0,1,1,0,1,37,116,32,1,1,1,0,Low,92,7,58,70,9,66,234,9,Good
Kavindapadi,2024-08-15,SH,Weekday,Rainy,1415,2333,1011,1278,3212,812,1630,184,270,440,381,32,269,2,Minor,70,176,65,12,1,423,85,0,0,0,1,1,1,5,38,33,1,0,0,0,Low,64,42,55,97,9,91,252,4,Good
Erode,2024-08-16,Village Road,Weekday,Fog,1262,1963,1929,604,1651,1166,1575,156,59,279,266,21,164,0,,98,290,114,9,3,702,75,1,0,1,1,1,1,22,47,31,0,1,0,0,High,66,9,63,75,23,75,243,7,Poor
Sathyamangalam,2024-08-17,NH,Weekday,Cloudy,1063,720,881,609,4324,963,1756,565,398,125,718,59,213,3,Minor,81,73,194,11,1,323,86,1,1,1,0,1,0,4,30,21,0,0,1,1,High,30,24,44,95,6,89,220,2,Poor
Arachalur,2024-08-18,Village Road,Weekend,Cloudy,2373,2626,3883,467,3565,1028,1775,400,157,566,440,53,194,3,Minor,57,179,62,16,1,716,56,1,1,0,1,0,1,43,64,33,1,0,0,1,High,96,18,98,81,25,42,294,8,Poor
Bhavani,2024-08-19,NH,Weekend,Hot,2536,2623,3856,828,807,2385,1069,694,45,255,627,54,82,3,Minor,54,99,122,26,4,1140,76,1,1,0,1,1,1,34,32,33,0,0,0,1,Low,57,14,55,50,18,45,179,8,Good
Kodumudi,2024-08-20,Village Road,Weekend,Clear,318,2305,2359,1326,2594,2447,1793,368,38,268,679,41,268,2,Major,64,111,198,8,5,89,47,0,0,1,1,0,0,8,20,25,1,1,0,0,High,48,12,126,46,19,83,157,4,Average
Chennimalai,2024-08-21,SH,Weekend,Hot,2441,2432,3720,264,3944,2373,919,159,176,501,250,51,228,2,Minor,91,254,88,8,3,348,53,0,1,1,0,1,1,33,74,22,1,0,1,0,High,91,28,141,54,9,42,392,4,Poor
Alangiyam,2024-08-22,Village Road,Weekend,Clear,1268,2282,2874,370,2953,516,1033,232,299,77,361,25,255,0,,59,61,128,21,5,259,83,0,0,1,0,0,1,7,50,29,0,1,0,1,High,53,25,147,95,29,69,162,9,Good
Perundurai,2024-08-23,City Road,Weekday,Hot,2207,2219,1131,477,3885,1978,1526,214,151,251,697,56,92,0,,74,294,184,16,5,659,63,0,1,0,0,1,0,45,112,31,0,0,1,0,Medium,51,36,102,40,28,80,369,8,Good
Nambiyur,2024-08-24,NH,Weekend,Rainy,2374,3363,3810,1069,4129,1639,544,417,247,512,643,18,65,4,Major,72,140,91,9,4,546,71,0,1,1,1,0,0,14,73,30,1,1,0,1,Low,40,34,62,59,25,54,339,7,Poor
Solar,2024-08-25,City Road,Weekend,Clear,2915,2387,1861,1450,1781,633,1797,763,277,562,824,62,230,3,Major,92,116,72,16,2,1009,82,0,0,1,0,1,1,22,81,28,1,1,0,0,Low,80,21,52,82,17,91,77,9,Average
Thalavadi,2024-08-26,City Road,Weekday,Cloudy,2600,1497,3517,1248,1805,242,1523,159,122,574,98,38,120,4,Major,99,264,157,19,4,219,47,0,0,1,1,1,0,26,35,22,1,0,1,0,Low,45,7,44,97,16,71,245,8,Good
Thalavadi,2024-08-27,Village Road,Weekend,Hot,521,1841,3745,468,2892,547,449,275,265,511,432,37,16,0,Minor,58,89,155,21,2,598,29,1,1,0,0,0,0,4,5,20,0,0,1,1,Low,57,13,118,97,29,40,212,4,Average
Perundurai,2024-08-28,Village Road,Weekend,Hot,1057,3215,2149,773,1032,637,647,617,233,156,765,56,79,0,Minor,53,79,43,9,2,830,56,0,0,1,0,1,0,31,32,30,0,1,1,1,Medium,69,16,143,80,28,89,393,8,Good
Anthiyur,2024-08-29,SH,Weekday,Hot,2949,1019,3078,1457,2095,2211,156,355,112,237,181,68,52,3,Major,55,148,166,20,3,296,92,1,0,1,1,0,0,43,59,22,0,1,1,1,High,52,33,104,77,24,88,160,6,Average
Kavindapadi,2024-08-30,SH,Weekend,Fog,1949,634,3987,1144,4322,927,1033,255,70,299,152,56,12,3,Major,74,99,99,6,1,936,60,1,1,0,1,1,1,7,55,35,1,0,1,0,Low,70,6,74,88,28,84,104,9,Good
Nasiyanur,2024-08-31,SH,Weekend,Cloudy,605,1061,1700,692,2277,579,1043,642,131,508,488,47,23,3,Major,49,67,119,25,3,378,79,0,1,0,1,0,1,14,40,24,1,1,0,1,High,65,9,101,78,24,53,358,1,Good
